index,close,RSI_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns,Market Daily Returns,Market Cumulative Returns
2018-10-17,58.68100137710571,0,400,0.0,23472.400550842285,126430.80072402954,149903.20127487183,-0.0006453248341877771,-0.0006453248341877771,-0.0041070010056247774,-0.0041070010056247774,-0.00025266233815879335,-0.00025266233815879335
2018-10-18,57.771000337600704,0,400,0.0,23108.400135040283,126430.80072402954,149539.20085906982,-0.0024282364399580425,-0.0030719942728678618,-0.015507592204451415,-0.01955090351329769,-0.014391922356395415,-0.014640948397801057
2018-10-19,57.77800149917603,0,400,0.0,23111.20059967041,126430.80072402954,149542.00132369995,1.872729434171383e-05,-0.0030533245086671323,0.00012118816593820192,-0.01943208468549873,-0.00036116989772350117,-0.014996830425689112
2018-10-22,58.16899790763855,0,400,0.0,23267.59916305542,126430.80072402954,149698.39988708496,0.0010458504099224442,-0.002010667419433676,0.006767219327724616,-0.012796366536835801,-0.004299527548581317,-0.019231878688713788
2018-10-23,57.96499962806702,0,400,0.0,23185.999851226807,126430.80072402954,149616.80057525635,-0.000545091409728915,-0.0025546628316244213,-0.0035069931906931417,-0.016258482957218656,-0.005511829997012829,-0.024637705839871238
2018-10-24,56.070998907089226,0,400,0.0,22428.39956283569,126430.80072402954,148859.20028686523,-0.005063604391206344,-0.007605331420898476,-0.032674902667655825,-0.0484021412767236,-0.030864433977743855,-0.05474171097235736
2018-10-25,57.46000242233277,0,400,0.0,22984.00096893311,126430.80072402954,149414.80169296265,0.003732395478591277,-0.003901322046915734,0.024772227039242756,-0.02482894307037331,0.018625040052811848,-0.037136237478965106
2018-10-26,56.67699761390686,0,400,0.0,22670.799045562744,126430.80072402954,149101.59976959229,-0.00209619073760825,-0.005989334869384799,-0.013626953975233058,-0.03811755418113272,-0.017327264039978307,-0.05382003212669406
2018-10-29,55.93300113677979,0,400,0.0,22373.200454711914,126430.80072402954,148804.00117874146,-0.001995944988589682,-0.007973325475056914,-0.013126956409993729,-0.05074414311893516,-0.0065595995737004476,-0.06002659384059972
2018-10-30,56.33400115966796,0,400,0.0,22533.600463867184,126430.80072402954,148964.40118789673,0.0010779280656747492,-0.006903992080688481,0.007169292094796775,-0.04393865060825819,0.015666780052058682,-0.045300237231515994
2018-10-31,57.26300144195557,0,400,0.0,22905.20057678223,126430.80072402954,149336.00130081177,0.0024945564843128487,-0.00442665799458819,0.01649093377291866,-0.028172306212591702,0.010851331974038647,-0.03494047317017923
2018-11-01,57.73500027656556,0,400,0.0,23094.000110626224,126430.80072402954,149524.80083465576,0.0012642600056211872,-0.0031679944356280965,0.00824264922767659,-0.02016187142296022,0.010557843693063784,-0.024751525531407914
2018-11-02,56.930998945236205,0,400,0.0,22772.399578094482,126430.80072402954,149203.20030212402,-0.002150817327537302,-0.0053119979858397,-0.013925717978314323,-0.03380682086592335,-0.0063166863793988615,-0.03091186428661319
2018-11-05,56.904498958587645,0,400,0.0,22761.79958343506,126430.80072402954,149192.6003074646,-7.104401673663219e-05,-0.0053826646169025105,-0.00046547552545228577,-0.03425656014366918,0.005600317169601965,-0.025484663361319937
2018-11-06,57.19199924468994,0,400,0.0,22876.799697875977,126430.80072402954,149307.60042190552,0.000770816476178604,-0.004615997187296328,0.00505232962883162,-0.029377305948633303,0.006259295774170726,-0.01938488363283286
2018-11-07,58.43499855995178,0,400,0.0,23373.999423980713,126430.80072402954,149804.80014801025,0.0033300362787946902,-0.0013013323465981275,0.02173379723873259,-0.008281989120808575,0.021208856064105275,0.0014128412244842625
2018-11-08,58.32200026512146,0,400,0.0,23328.800106048584,126430.80072402954,149759.60083007812,-0.00030172142606554875,-0.0016026611328122664,-0.0019337434348422056,-0.010199717313560952,-0.0025089163835961825,-0.0010996198596074924
